"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12","2020-01","2020-02"
25,"Louisiana",25,84475,84772,85050,85223,85549,85847,86242,86553,86959,87358,87709,87971,88235,88627,89017,89445,89803,90232,90552,90972,91325,91681,91987,92412,92715,93361,94042,94949,95561,96114,96640,97152,97537,97904,98254,98660,99195,99574,99967,100236,100620,100977,101232,101566,101963,102492,103049,103516,103934,104267,104634,104971,105330,105762,106296,106869,107467,108106,108629,109159,109619,109921,110235,110519,111143,111671,112170,112487,112752,112916,113215,113599,114143,115083,115804,116521,116413,116510,116573,117020,117476,117966,118383,118687,118781,118758,118849,119082,119634,120153,120743,121100,121487,121962,122550,123237,123871,124410,124963,125454,126133,126736,127303,127860,128379,128670,128890,129053,129631,130404,131354,132379,133415,134487,135676,136840,138131,139555,140990,142416,143548,144511,145329,146053,146717,147307,147838,148442,148970,149455,149950,150493,151015,151344,151623,151869,152167,152449,152638,152869,152991,153112,152972,152755,152462,152397,152332,152349,152360,152357,152315,151972,151792,151566,151582,151491,151587,151498,151383,151179,150868,150559,150255,150247,150211,150448,150629,150894,150824,150831,150750,150589,150329,150166,150004,149783,149406,148644,147843,146946,146357,145830,145516,145363,145288,145155,145096,144998,144892,144881,144852,145011,145221,145499,145635,145580,145572,145634,145706,145648,145650,145730,145995,146281,146474,146695,147051,147552,147994,148217,148402,148647,149041,149521,149931,150228,150474,150472,150378,150255,150392,150623,150895,151401,151742,152032,152235,152680,153088,153533,153944,154427,154714,155082,155477,155756,156119,156316,156636,156683,156925,157300,157850,158335,158779,159191,159522,159778,159915,160138,160277,160763,161310,161922,162231,162549,162848,163274,163669,164206,164755,165443,166004,166266,166272,166086,166129,166112,166343,166434,166665,166606,166402,166112,166072,166263,166465,166759,167003,167309,167465,167687,167856,168220,168737,169268,169708
24,"Kentucky",26,76522,76776,77035,77294,77565,77832,78065,78371,78692,79008,79240,79474,79687,79965,80252,80574,80881,81199,81550,81844,82137,82558,83037,83551,83956,84374,84763,85107,85447,85791,86170,86459,86723,86789,86979,87171,87573,87901,88239,88546,88864,89157,89457,89829,90207,90592,90883,91175,91455,91768,92068,92408,92804,93249,93659,94092,94555,95131,95641,96140,96551,96991,97437,97840,98164,98427,98691,98942,99184,99375,99610,99835,100083,100288,100507,100758,101034,101312,101577,101850,102104,102351,102617,102901,103210,103511,103788,104036,104310,104632,104957,105258,105545,105818,106094,106311,106488,106698,106964,107290,107585,107859,108201,108524,108877,109244,109646,110128,110629,111125,111567,111978,112377,112716,112959,113244,113570,113918,114202,114484,114816,115107,115360,115528,115697,115947,116196,116466,116631,116764,116877,116931,116969,117027,117120,117216,117287,117311,117370,117364,117354,117279,117208,117136,116948,116783,116629,116613,116622,116635,116574,116468,116329,116283,116254,116147,115990,115753,115583,115357,115143,114888,114709,114640,114687,114724,114722,114775,114874,114979,114933,114802,114626,114477,114313,113944,113504,112942,112420,111897,111455,111099,110831,110617,110455,110263,110070,110041,110052,110137,110202,110300,110426,110482,110453,110419,110347,110439,110530,110645,110693,110823,110978,111212,111331,111494,111694,111955,112333,112588,112885,113091,113336,113423,113594,113651,113860,114051,114375,114706,114884,115071,115247,115538,115896,116385,116746,117147,117457,117840,118117,118379,118758,119202,119612,119972,120307,120694,121190,121698,122247,122736,123307,123838,124390,124905,125524,126153,126782,127300,127792,128406,129093,129836,130502,131190,131846,132523,133127,133873,134569,135330,136008,136668,137214,137667,138141,138673,139173,139626,140070,140410,140826,141308,141972,142579,143224,143868,144523,145125,145752,146403,147071,147745,148382,148953,149419
46,"Oregon",27,132091,132912,133747,134584,135381,136140,136979,137854,138755,139578,140367,141237,142121,142945,143682,144352,145021,145685,146132,146574,146928,147579,148086,148503,148741,149111,149556,150058,150584,151004,151545,151899,152428,152539,152777,152896,153279,153629,153938,154240,154549,155221,155835,156552,156851,157259,157754,158465,159223,159787,160302,160696,161144,161459,161827,162226,162788,163455,164000,164539,164929,165379,165814,166347,166982,167574,168165,168669,169291,169913,170579,171159,171736,172401,173140,173860,174374,174925,175492,176287,177068,177960,178784,179614,180376,181112,181875,182692,183698,184760,186003,187153,188358,189504,190818,192186,193523,195006,196492,198194,199790,201505,203285,205310,207294,209366,211703,214336,217418,220485,223739,227175,231064,235445,239634,243624,247728,251842,255466,258842,262071,265595,269373,272733,275711,277370,278954,280420,281918,283181,284274,285552,286921,288093,288505,288544,288236,288192,287837,287122,286082,284505,283477,281846,280174,277781,275553,273449,271102,268656,266095,263662,261020,258887,256209,253523,250470,248044,245697,243468,241811,240762,240035,239271,238698,237911,237288,237028,236660,235696,234259,232703,230887,228596,226466,224755,223136,221449,219401,216992,214660,212763,211585,210770,210042,209497,208675,207798,206790,206123,205758,206080,206758,207701,208555,209366,210598,211880,213637,214853,216440,218126,220722,223210,225830,228378,230625,232782,234325,236087,237499,239733,241942,244133,245492,246473,247431,248127,249290,250370,251795,253188,254804,256330,257591,258817,260471,262521,264313,266233,268217,270495,273060,275533,278107,280542,283126,285830,287937,290141,292695,295890,298929,301976,304527,307165,309499,311662,314041,316304,318978,321264,323698,325582,327161,328531,330169,331912,333611,335450,337201,338885,340870,343221,345393,347255,348980,350871,352326,353605,354404,355594,356668,357835,358427,358707,359060,359687,360555,361333,362358,363384,364806,365842,366921,367963,369227
45,"Oklahoma",28,64448,64716,64914,65115,65284,65441,65585,65772,66009,66200,66405,66544,66760,66954,67244,67528,67853,68186,68541,68875,69180,69606,70007,70400,70658,70947,71235,71532,71874,72258,72650,72935,73131,73257,73490,73763,74112,74424,74767,75127,75410,75648,75865,76190,76577,76922,77167,77465,77787,78184,78511,78847,79155,79445,79738,80087,80484,80930,81341,81685,81982,82239,82516,82763,83060,83367,83672,83902,84101,84300,84569,84815,85061,85286,85537,85811,86062,86315,86571,86853,87117,87332,87535,87789,88087,88364,88616,88849,89095,89335,89559,89793,90040,90322,90612,90873,91118,91370,91643,91920,92240,92600,93009,93331,93664,94025,94365,94674,94961,95307,95631,95951,96259,96605,96903,97260,97599,97971,98405,98932,99401,99774,100086,100412,100735,101008,101320,101634,101959,102242,102440,102658,102846,103076,103294,103609,103892,104104,104215,104376,104534,104613,104758,104672,104727,104700,104835,104813,104752,104747,104871,104833,104736,104605,104404,104312,104158,104162,104192,104305,104440,104550,104632,104906,105121,105349,105486,105723,105966,106137,106077,105796,105463,105104,104801,104347,104034,103762,103604,103317,102937,102513,102221,102163,102207,102364,102370,102349,102225,102125,102117,102161,102330,102593,102827,102987,103075,103056,103121,103314,103648,103947,104105,104281,104523,104690,104904,105128,105454,105806,106024,106235,106380,106665,106940,107197,107358,107630,107864,108151,108386,108684,109228,109716,110147,110413,110773,111203,111596,111882,112179,112444,112703,112878,112819,112798,112860,113192,113580,113947,114280,114609,114969,115343,115692,116022,116411,116777,117157,117355,117595,117824,118257,118672,119050,119317,119620,120027,120488,120904,121304,121660,121852,122053,122261,122606,122805,123026,123257,123550,123896,124203,124564,124822,125329,125780,126268,126636,127149,127724,128304,128818,129287,129838,130377,131077,131687
11,"Connecticut",29,148565,148679,148742,148808,149044,148920,148795,148560,148625,148251,148367,147885,147931,147845,147938,148112,148131,148637,149077,149592,149803,150798,151524,152547,152813,153403,153909,154335,154795,155345,156127,157046,157812,158313,158648,159282,160234,161334,162343,163387,164286,165191,166054,167096,168335,169622,171161,172597,173902,174798,175772,176877,178044,179205,180330,181531,182760,184096,185366,186653,188020,189461,190826,192106,193866,195765,197713,199172,200533,201895,203525,205225,206996,208838,210888,213048,215032,216703,218846,221219,223683,225942,228023,230263,232461,234795,236974,239132,241129,243477,245234,247285,249431,251984,254523,256697,259073,261521,264343,267157,269868,272459,275345,278328,281252,283748,286400,289045,291814,294430,297248,300011,303083,306052,309064,311716,313905,315780,316844,318542,319900,321453,321956,322368,322243,321933,321199,320474,319888,320124,320506,320664,320075,319126,318023,316979,316222,315790,315249,314272,312960,310618,308024,305059,302744,300987,299544,297964,295652,292951,290323,288252,286498,284898,283545,281709,279617,276874,274303,272121,270930,270058,269646,268819,267935,266644,265616,265428,265780,266171,266190,265675,264748,263573,261808,259752,257756,256658,255726,254181,252246,250328,249193,248005,246557,244907,243275,242144,240867,239502,238111,237046,235905,234778,233154,232113,231563,231372,231639,231991,232890,233757,234213,234825,235859,237362,238800,239745,240731,241766,242523,243036,243021,242816,242790,242400,241994,241147,240822,240526,239965,239245,238822,238712,238556,238340,238320,238741,239117,239543,239604,239738,239943,240358,240245,239619,239303,239452,239841,239871,239543,239344,239236,239314,239251,239070,239386,240177,241065,241956,242490,243064,243814,244635,245384,246206,247098,248088,248881,249845,250362,250667,250678,251005,251360,251714,252283,252766,253381,253614,253893,253816,254185,253979,254364,254519,254990,255179,255235,255294,255254,255480,255685,255994,256147,256814,257233
19,"Iowa",30,81034,81273,81497,81674,81858,82023,82306,82684,83117,83304,83369,83355,83405,83532,83665,83855,84008,84177,84200,84058,83860,83999,84289,84695,85006,85329,85635,85955,86285,86635,86899,87219,87585,87971,88366,88704,89097,89419,89784,90080,90442,90783,91294,91850,92232,92599,92961,93519,93944,94369,94716,95108,95408,95761,96141,96487,96929,97291,97698,97991,98319,98631,98981,99343,99765,100191,100543,100873,101213,101502,101758,101984,102370,102822,103311,103685,103982,104206,104485,104838,105214,105635,106051,106444,106735,106980,107211,107545,107959,108437,108901,109349,109734,110122,110436,110823,111182,111516,111805,112052,112349,112665,113048,113358,113753,114148,114640,115078,115610,116261,116999,117749,118357,118858,119194,119555,119854,120156,120430,120734,120986,121233,121465,121735,121981,122238,122513,122787,123022,123211,123462,123750,124046,124127,124140,124088,124156,124216,124354,124462,124613,124808,124850,124714,124452,124320,124238,124152,124053,124007,123906,123796,123651,123397,123129,122884,122767,122679,122602,122567,122492,122404,122335,122278,122233,122232,122324,122549,122717,122793,122698,122488,122224,121885,121506,121124,120734,120452,120125,119765,119387,119042,118821,118696,118692,118743,118779,118848,118920,118865,118794,118780,118903,119096,119289,119545,119769,120047,120434,120842,121238,121668,122114,122368,122469,122573,122833,123077,123336,123560,123761,123916,124148,124387,124712,125150,125691,126146,126450,126679,126861,127088,127303,127536,127735,128048,128338,128686,129011,129429,129847,130294,130767,131231,131698,132186,132616,132962,133320,133699,134064,134431,134847,135315,135754,136132,136530,136946,137438,138039,138631,139230,139782,140299,140819,141281,141767,142244,142702,143209,143739,144106,144421,144748,145301,145896,146270,146640,146991,147491,147947,148348,148729,149175,149759,150325,150783,151119,151597,152075,152535,152870,153217,153547,153836,154105,154262
34,"Mississippi",31,73397,73547,73679,73863,74004,74129,74407,74742,75082,75209,75300,75414,75616,75841,76011,76076,76210,76430,76944,77366,77803,78116,78599,78930,79186,79348,79766,80192,80689,81055,80533,79950,79370,79641,79939,80343,80752,80964,80861,80931,80840,80911,81097,81577,82022,82206,82337,82479,82650,82987,83441,83782,84137,84433,84917,85388,86006,86511,86851,87098,87369,87678,87973,88183,88489,88733,89072,89254,89384,89495,89634,89784,89827,89973,90167,90546,90763,91049,91244,91526,91773,91967,92196,92462,92820,93084,93295,93355,93538,93666,93872,94043,94290,94636,94966,95283,95522,95818,96050,96433,96738,97168,97500,97892,98301,98681,99151,99600,100105,100627,101303,101983,102682,103327,104061,104743,105310,105869,106592,107504,108508,109200,109941,110535,111344,112065,112799,113412,114030,114554,114897,115032,115205,115719,116046,116315,116383,116534,116581,116556,116387,116363,116199,116053,115600,115003,114462,113950,113559,113126,112791,112550,112372,111973,111579,111238,111056,110852,110594,110415,110149,109897,109596,109300,108976,108745,108619,108466,108280,108056,107888,107543,107200,106825,106529,106246,106099,106008,105871,105692,105466,105315,105125,105115,105079,105105,105002,104923,104758,104586,104418,104244,104182,104147,104177,104177,104160,104033,103917,103829,103771,103716,103652,103700,103637,103541,103390,103232,103113,103078,103086,103068,103093,103115,103225,103319,103530,103762,103977,104248,104576,104961,105407,105891,106392,106892,107337,107705,108043,108361,108740,109068,109342,109549,109751,109908,110040,110173,110341,110578,110795,111038,111316,111621,111988,112319,112584,112837,113139,113486,113772,114060,114397,114744,115015,115264,115528,115870,116229,116619,116929,117266,117627,117975,118268,118599,119007,119464,119865,120313,120733,121141,121521,121867,122313,122781,123317,123754,124166,124548,124956,125297,125664,126025,126434,126841,127159
6,"Arkansas",32,68970,69097,69212,69364,69531,69692,69872,70027,70224,70430,70724,70975,71279,71511,71713,71827,71962,72161,72364,72670,72929,73290,73494,73718,73793,73989,74289,74672,75021,75297,75551,75691,75808,75745,75774,75781,75967,76141,76334,76545,76703,76842,76946,77074,77250,77439,77744,78058,78418,78637,78811,78938,79170,79458,79793,80240,80718,81288,81584,81846,81978,82265,82539,82837,83082,83287,83411,83483,83530,83632,83829,84059,84297,84528,84793,85071,85331,85605,85960,86324,86691,86919,87182,87423,87732,88077,88421,88794,89148,89541,89918,90285,90660,91061,91507,91983,92484,92919,93355,93756,94253,94736,95242,95709,96211,96862,97554,98270,98912,99563,100213,100886,101480,102097,102748,103504,104192,104751,105224,105696,106166,106678,107178,107651,108063,108460,108736,108970,109169,109368,109535,109627,109744,109783,109850,109890,110068,110145,110251,110205,110208,110157,110177,110190,110188,110058,109807,109583,109293,109091,108826,108585,108244,107846,107347,106823,106306,105948,105706,105487,105190,104906,104656,104599,104614,104733,104799,104845,104848,104866,104777,104544,104306,103940,103603,103140,102738,102335,102046,101809,101553,101186,100923,100829,100839,100903,100992,101065,101092,101086,101118,101260,101520,101894,102207,102425,102590,102814,103011,103272,103571,103913,104159,104247,104274,104305,104403,104567,104739,104865,104968,105003,104994,105016,105156,105418,105672,105900,106044,106128,106233,106410,106670,106947,107241,107501,107703,107837,108009,108137,108368,108642,108987,109297,109568,109876,110168,110476,110794,111152,111510,111917,112324,112674,112957,113252,113604,113967,114336,114726,115094,115520,115879,116311,116697,117247,117782,118266,118665,119095,119585,120075,120590,121072,121589,122024,122417,122764,123067,123438,123804,124303,124821,125330,125716,126065,126442,126860,127324,127746,128217,128654,129122,129463,129755,130044,130416
23,"Kansas",33,76636,76810,76974,77105,77302,77467,77696,77933,78184,78419,78665,78899,79155,79501,79831,80231,80537,80879,81112,81297,81488,81741,81936,82074,82185,82406,82705,83012,83321,83655,84019,84439,84810,85130,85484,85883,86386,86767,87126,87392,87706,88020,88353,88728,89142,89568,89863,90138,90343,90668,90996,91418,91836,92238,92649,92998,93393,93886,94539,95225,95847,96505,97110,97629,98090,98501,98937,99159,99423,99632,99904,100240,100689,100765,100764,100616,100611,100548,100520,101112,101651,102217,102428,102364,102002,101985,102331,103149,103785,104200,104501,104481,104710,104801,105100,105632,106494,107205,107846,108139,108566,109457,110542,111620,112043,112557,113024,113529,113866,114335,114437,114629,114723,115023,115041,114999,115300,115720,116239,116534,116843,117035,117412,117826,118308,118494,118798,119183,119669,120031,120275,120552,120872,121185,121469,121717,121967,122167,122338,122478,122527,122616,122635,122699,122618,122631,122628,122599,122607,122597,122576,122372,122197,121938,121901,121811,121917,121847,121855,121878,121942,122003,122049,122156,122205,122231,122067,122085,122052,122050,121886,121585,121127,120653,120311,120012,119704,119376,119103,118595,117997,117560,117226,117015,116808,116692,116448,116195,115957,115928,116007,116166,116314,116348,116490,116607,116778,116797,116875,117023,117220,117298,117265,117480,117765,118106,118188,118282,118353,118555,118789,119017,119279,119500,119751,119723,119748,119763,119989,120301,120671,121064,121379,121712,122005,122382,122713,123183,123665,124198,124742,125190,125607,125917,126307,126645,126984,127298,127734,128153,128538,128985,129457,129986,130471,130967,131437,131885,132370,132885,133451,134089,134771,135270,135647,136060,136596,137238,137888,138628,139374,140085,140682,141218,141749,142376,142978,143436,143841,144294,144803,145447,145998,146549,146965,147443,147936,148428,148984,149613,150220,150727,151179,151478,151831,152189,152686
55,"Utah",34,159383,160030,160564,161065,161472,161914,162336,162862,163372,163793,164131,164333,164636,164984,165511,166042,166508,166899,167355,167570,167816,168221,168946,169694,170176,170290,170326,170357,170501,170675,170753,170987,171104,171130,171064,171118,171295,171066,170845,170699,171152,171560,172016,172398,172957,173490,174028,174477,175039,176646,178040,179381,179649,180153,180618,181223,181779,182332,182728,183005,183209,183019,182972,182897,183305,183634,184072,184276,184388,184444,184422,184618,184718,184700,184583,184548,184545,184412,184078,183934,183815,183793,183857,183797,183874,184054,184345,184502,184569,184695,184955,185262,185642,186035,186428,186798,187057,187198,187284,187345,187441,187547,187721,187814,187942,188177,188672,189280,189992,190702,191320,191947,192697,193719,194972,196464,198102,199679,201394,203288,205574,207992,210817,214107,217563,220997,224126,227047,229679,232593,235478,238574,241341,244174,247041,249580,251979,253495,254731,255666,256731,257412,257266,256251,254492,252623,250398,248134,245619,243632,241712,239794,237561,234979,232645,230309,228497,226467,224751,223240,221931,220474,219137,218240,217601,216971,216327,215659,215133,214428,213369,211758,209764,208300,206860,205223,203040,201303,199660,198545,197068,195910,194747,194178,194101,193501,192896,192329,192619,192843,193322,193617,194320,195359,196453,197422,198298,199813,201649,203677,205794,207844,209952,211977,214463,216619,219215,221696,224094,226122,227684,228993,229727,230527,231240,232115,232233,232424,232435,232421,232512,232481,233118,234033,235071,236170,237215,238626,240309,241856,243252,244830,246837,249003,250821,252185,253620,255226,256887,258171,259370,261058,262964,264990,266425,268288,270115,272456,274666,276735,278676,280914,283420,285904,288419,290700,293148,294982,296926,298841,301227,303217,305686,308133,311162,313964,316340,318807,320978,323451,326136,328777,331219,333304,335099,336709,337983,339234,340727,342211,343944,345615,347021,348301,349444,351048,352595
42,"Nevada",35,157446,157714,157866,158115,158569,159070,159539,159779,160158,160514,161045,161350,161881,162271,162661,162894,162903,163051,163219,163678,164057,164673,165226,165803,166038,166195,166625,166951,167286,167348,167625,167940,168122,167947,167757,167770,168029,168486,169060,170144,171073,171930,172445,173096,173765,174579,175257,175989,176759,177510,178137,178475,178937,179595,180362,181177,181936,182814,183869,184862,185763,186629,187614,188684,189831,190994,192134,193062,194110,195055,195992,196843,197882,198820,199647,200357,201270,202220,203590,205098,206771,208411,209991,211229,212386,213684,215136,216891,219071,222194,225771,229920,233984,238607,242804,248394,253359,260468,268139,276829,283791,289406,294129,298795,303919,308533,315022,320149,327033,330308,333536,335115,338517,341785,344801,347253,348601,350291,350469,351966,352738,354091,354210,354165,353289,352497,351051,350072,349320,348704,347977,346183,342808,339204,335837,332534,328712,324317,319769,313902,307182,299015,289691,280473,272896,266937,260321,253465,245905,238303,230626,222595,215928,209098,204047,198763,193583,187194,180946,175144,170999,167816,165550,163712,161626,160839,159901,159254,158065,156961,156736,156233,155588,154107,152640,151704,150750,148955,146866,144842,143233,142143,140336,139125,137255,136480,135708,135067,134551,134418,134346,134199,134473,134945,136178,137182,139148,140988,142943,145007,147424,150375,153675,157745,161513,165620,169792,174400,178505,182411,185800,188964,191062,192978,194716,196228,197383,197853,198180,198977,199630,199809,200886,202110,204602,206081,207701,208844,210264,212198,213632,214321,215391,217041,218527,219437,220853,222834,224688,225700,227242,228574,230252,231580,232928,234192,234729,235826,235410,236173,236967,240133,242517,244993,247487,250892,253824,257376,261402,265786,269869,272703,275913,278089,280865,283466,287000,290559,294441,297023,298497,298878,300191,301432,302600,302803,303373,303908,303595,302873,302168,302131,302827,303968,304840,306013,306954
41,"New Mexico",36,,,,,,,,,,,,,,,,,,,,,,,,,126888,126932,126935,126869,126751,126677,126674,126709,126700,126707,126704,126680,126679,126630,126565,126540,126757,126979,127232,127319,127499,127592,127700,127860,128047,128259,128473,128824,128914,128999,128963,129196,129490,129922,130420,130865,131304,131704,132376,132982,133639,134154,134594,134977,135229,135545,135844,136325,136722,137156,137216,137392,137627,138067,138487,138857,139153,139516,139788,140069,140341,140641,141047,141419,141881,142307,142865,143526,144402,145157,146043,146670,147338,148068,149019,149965,150670,151161,151716,152296,152968,153741,154532,155642,156615,157680,158629,160015,161603,163588,165468,167428,169368,171363,173392,175405,177648,179749,181721,183323,185046,186780,188544,190019,191105,191959,192731,193428,194308,195112,196139,196921,197498,197536,197474,197428,197472,197276,196984,196761,196191,195532,194230,193218,192006,191286,190103,189161,188305,187529,186544,184932,183932,183000,183216,182853,182668,181874,182094,181967,181712,181092,180666,180639,180134,179718,178535,177436,176268,175283,173688,172173,170922,170568,170251,169956,169173,168061,166942,166325,165878,165556,165310,165103,164934,164521,164156,163575,163324,163353,163567,163739,163679,164032,164142,164449,164016,163671,163399,163833,164395,165101,165883,166491,167419,167583,168148,168249,169338,170232,170988,171041,170882,170666,170229,169872,169329,169431,169547,170258,170474,170510,170370,170359,170740,170988,171451,171914,172649,173033,173029,172513,172331,172703,173406,174357,174916,175575,176053,176589,176728,177041,177817,178947,179936,180337,180596,180552,180901,181325,182001,182723,183497,184175,184432,184797,184987,185420,186116,187283,188389,189218,189743,189996,190494,191096,192441,193595,194887,195984,196826,197538,198152,199014,200041,201275,202391,203475,204116,204818,205544,206441,207452
61,"West Virginia",37,61372,61376,61388,61391,61372,61300,61261,61289,61374,61715,62067,62456,62644,62790,62912,62993,63159,63333,63570,63790,64068,64003,63829,63607,63564,63706,63893,64214,64493,64914,65168,65248,65104,64898,64822,64695,64804,64846,64960,65058,65083,65051,64999,65087,65213,65491,65806,66164,66374,66518,66698,66890,67178,67435,67760,68220,68806,69457,69747,69989,70124,70460,70721,70949,71155,71367,71580,71691,71764,71813,72013,72255,72506,72674,72849,73047,73313,73595,73974,74197,74378,74453,74725,75007,75387,75723,76063,76349,76567,76796,76970,77287,77669,78147,78609,79187,79703,80114,80452,80909,81541,82156,82747,83279,83807,84373,85022,85553,86129,86675,87353,88013,88369,88705,88944,89435,89909,90385,90458,90452,90355,90641,90915,91137,91392,91818,92359,92625,92687,92562,92665,92859,93152,93240,93243,93208,93270,93574,93893,94216,94331,94369,94418,94371,94389,94365,94388,94453,94430,93988,93446,93000,92899,93017,92972,92890,92526,92163,91752,91340,90974,90533,90171,89761,89525,89334,89293,89435,89633,89796,89877,89916,89964,89904,89770,89573,89404,89187,88958,88585,88323,88152,88149,88109,88061,88085,88156,88283,88344,88380,88412,88462,88493,88470,88447,88490,88548,88631,88701,88787,88846,88985,89176,89430,89642,89841,90015,90224,90423,90683,90950,91241,91479,91632,91687,91737,91839,92006,92159,92299,92479,92702,92965,93199,93427,93581,93812,94024,94289,94504,94727,94934,95117,95326,95499,95696,95870,96172,96415,96676,96842,97040,97192,97343,97469,97529,97574,97588,97679,97725,97833,97950,98171,98426,98739,99079,99476,99881,100354,100871,101292,101652,101957,102261,102511,102664,102794,102881,102938,103062,103158,103459,103770,104138,104439,104795,105203,105587,105953,106317,106656,106928,107168,107209,107248,107250,107287
38,"Nebraska",38,84258,84583,84960,85338,85729,86079,86467,86926,87294,87632,87869,88310,88787,89352,89774,90146,90534,90959,91306,91575,91973,92537,93055,93330,93441,93787,94307,94891,95352,95818,96285,96699,97098,97349,97660,98024,98506,98811,98947,99104,99393,99711,100070,100398,100702,100805,101015,101255,101640,101809,101959,102043,102245,102435,102626,102882,103127,103578,103821,104032,104106,104374,104745,105121,105410,105671,105901,106135,106389,106658,106965,107280,107592,107939,108260,108559,108859,109188,109596,109970,110364,110739,111154,111564,111978,112403,112811,113279,113744,114323,114860,115416,115895,116364,116869,117345,117834,118301,118827,119364,119872,120187,120473,120754,121216,121660,122065,122490,122905,123354,123755,124144,124529,124930,125332,125686,125942,126247,126587,126923,127216,127477,127799,127965,128020,128112,128411,128735,128959,129106,129233,129266,129247,129106,128740,128557,128497,128547,128228,127973,127729,127421,126895,126316,125887,125520,125388,125272,125147,124783,124395,123966,123476,123039,122833,123065,123091,123247,123300,123567,123803,124225,124753,125200,125674,126114,126435,126318,126588,126554,126416,125581,124753,123942,123244,122610,122208,122022,121961,121795,121194,120816,120576,120738,120949,121019,121216,121300,121231,120737,120170,120092,120369,120818,121136,121546,121876,122412,122690,123217,123732,124812,125745,126235,126320,126308,126594,126862,127210,127488,127880,128178,128462,128450,128629,129061,129876,130507,130914,131227,131511,131786,132041,132325,132834,133416,134177,134880,135522,136169,136791,137382,137992,138552,139147,139786,140252,140756,140973,141194,141358,141815,142480,143304,144153,145042,145893,146624,147375,148126,149112,150255,151422,152315,153041,153742,154461,155275,156203,157237,158269,159156,160008,160656,161427,162289,163229,163985,164699,165398,166113,166899,167773,168631,169291,169950,170622,171328,172001,172790,173594,174353,175044,175647,176180,176797,177543
